Correlation Table - 50 periods
https://www.mataf.net
Sun, 02 Apr 2017 16:34:29 +0000
pair1,pair2,5min,1h,4h,1d
GBPUSD,CADHKD,-42,52.6,-0.4,75.8
GBPUSD,CADJPY,-61.3,49,-41.6,24.3
GBPUSD,CADSGD,-65.4,74.4,-20.9,56.7
GBPUSD,CHFJPY,-27,-28.9,19.1,-1.9
GBPUSD,CHFZAR,20.7,44.9,-9.8,41.2
GBPUSD,EURCAD,14.7,-76.6,29.9,-34.1
GBPUSD,EURGBP,-46.8,-88.6,-33.1,-66.1
GBPUSD,EURHUF,-14.6,-54.4,-16.5,-40.1
GBPUSD,EURNOK,-18.4,23.3,30,-30.4
GBPUSD,EURNZD,-9.2,-77.8,26.7,-49.3
GBPUSD,EURPLN,23.4,3.2,17.8,-6.3
GBPUSD,EURSEK,-5,32.8,-12.1,-57.7
GBPUSD,EURSGD,-32.4,-64.4,28.1,48.9
GBPUSD,EURTRY,-7.7,-71.8,-20.3,19.8
GBPUSD,EURUSD,-7.3,-62.6,37.3,43.5
GBPUSD,EURZAR,19.3,41.9,-12.2,37.6
GBPUSD,GBPAUD,76.8,93.5,93.1,77.4
GBPUSD,GBPCAD,80.9,85.4,88.7,26.7
GBPUSD,GBPCHF,63.6,92.2,27.4,71.2
GBPUSD,GBPHKD,99.8,99.9,99.8,99.9
GBPUSD,AUDCHF,-28.5,34.2,-62.3,-30.2
GBPUSD,GBPJPY,69.5,75.8,49.5,52.7
GBPUSD,AUDHKD,-33.9,-53.6,-60.9,22.8
GBPUSD,GBPNZD,82.9,82.2,74.8,-21.4
GBPUSD,GBPPLN,51.9,89.5,47.2,46.9
GBPUSD,GBPSGD,55.8,96.4,88.9,85.3
GBPUSD,GBPUSD,100,100,100,100
GBPUSD,GBPZAR,49.5,58.1,-3.8,57.9
GBPUSD,HKDJPY,-18.5,22.4,-51.9,-44.5
GBPUSD,NZDCAD,50,-56.1,28.2,55.4
GBPUSD,NZDCHF,25.6,43.9,-42,50.7
GBPUSD,NZDHKD,21.4,-24.3,37.5,74.6
GBPUSD,NZDJPY,-21.3,5.1,-33.8,41.7
GBPUSD,NZDSGD,-21.8,-10.3,14.2,62.5
GBPUSD,NZDUSD,28.2,-25.9,37,74.1
GBPUSD,SGDCHF,51.3,65,-41.2,-61.8
GBPUSD,SGDHKD,32,-41.8,29.4,-5.3
GBPUSD,SGDJPY,14.2,11.8,-46,-72.3
GBPUSD,TRYJPY,-16.9,51.5,24.5,-32.7
GBPUSD,USDCAD,40.6,-50.7,-1.3,-75.3
GBPUSD,USDCHF,15.1,60.4,-49.3,-63.9
GBPUSD,USDCNH,35,-24.7,-61.8,-70.3
GBPUSD,USDCZK,9.2,51,-34.3,-42.9
GBPUSD,USDDKK,9.7,61.7,-37.4,-42.8
GBPUSD,USDHUF,2.7,53.8,-45.8,-61.3
GBPUSD,USDINR,-13.6,-39.8,5.5,25.2
GBPUSD,USDJPY,-23.1,23.8,-51.9,-47.3
GBPUSD,USDMXN,-11.7,24.1,-14.2,36.2
GBPUSD,USDNOK,0.3,63.3,-25.3,-65.4
GBPUSD,USDPLN,14.5,65.1,-21,-33.3
GBPUSD,USDSEK,5.9,71.7,-35.1,-60.4
GBPUSD,USDSGD,-36.2,45.5,-32.5,2.5
GBPUSD,USDTRY,2.8,-34.5,-62.4,2.5
GBPUSD,USDZAR,29,47.6,-18.4,20.4
GBPUSD,ZARJPY,-31.9,-48.5,11.9,-45.4
GBPUSD,AUDUSD,-32.6,-55.6,-60.6,25.7
GBPUSD,CHFHKD,-16.8,-58.4,50.4,60.9
GBPUSD,EURAUD,19.9,-51.6,53.6,17.1
GBPUSD,EURCHF,6.4,-52.4,-39,-29.3
GBPUSD,EURCZK,43.9,19.3,-9.2,7.5
GBPUSD,EURDKK,21.3,-59.8,-8.7,51.9
GBPUSD,EURHKD,-8.8,-61.6,37.8,40.6
GBPUSD,EURJPY,-14.9,-60.7,2.1,-13.2
GBPUSD,USDHKD,-52.3,39.2,-16.2,-43.5
GBPUSD,USDTHB,31,-59.4,-30.3,-29
GBPUSD,USDSAR,-9.5,21.1,14,37.1
GBPZAR,AUDCAD,31.4,-52.4,-2.9,-82
GBPZAR,AUDJPY,0.6,30.1,30,-9.6
GBPZAR,AUDNZD,5.6,24.5,56.2,-79
GBPZAR,AUDSGD,-13.8,-53.6,-7.1,16.8
GBPZAR,CADCHF,-25.3,66.2,51.4,51.6
GBPZAR,CADHKD,-14.5,-15.7,25.4,64.9
GBPZAR,CADJPY,-22.3,63.2,36.8,56.5
GBPZAR,CADSGD,-32.8,39.2,-6.1,69.8
GBPZAR,CHFJPY,3.2,11.8,-50.3,33
GBPZAR,CHFZAR,90.1,98.7,98.6,95.4
GBPZAR,EURCAD,35.4,-63.8,-54.1,-51.6
GBPZAR,EURGBP,1.1,-76.7,-58.8,-56.9
GBPZAR,EURHUF,20,-62.6,-32.5,1
GBPZAR,EURNOK,13.5,17.9,16,-49
GBPZAR,EURNZD,22.9,-43.2,-38.7,-62.2
GBPZAR,EURPLN,12.5,-5.9,-79.8,26.7
GBPZAR,EURSEK,13.9,-24,71,-45.5
GBPZAR,EURSGD,16.8,-69.5,-73.5,44.5
GBPZAR,EURTRY,15.9,-57,-7.8,50.1
GBPZAR,EURUSD,23.7,-78.9,-60.5,2.6
GBPZAR,EURZAR,86.6,97.7,98.1,92.1
GBPZAR,GBPAUD,22.1,75.5,-7.2,72.6
GBPZAR,GBPCAD,36.6,77.7,-11.6,-16.3
GBPZAR,GBPCHF,18.9,79.6,59,57.4
GBPZAR,GBPHKD,50.6,57.2,0.6,56.4
GBPZAR,AUDCHF,-4.5,49.4,47.7,-36.6
GBPZAR,GBPJPY,34.9,81.1,32.6,67.2
GBPZAR,AUDHKD,6.9,-82.8,16.5,-31.2
GBPZAR,GBPNZD,41.4,81.2,43.3,-49.2
GBPZAR,GBPPLN,1.9,74.2,-17.5,57.7
GBPZAR,GBPSGD,21.3,73.7,-18.2,75.1
GBPZAR,GBPUSD,49.5,58.1,-3.8,57.9
GBPZAR,GBPZAR,100,100,100,100
GBPZAR,HKDJPY,-7.3,68.5,32.1,13.2
GBPZAR,NZDCAD,15.3,-62.1,-62.6,56.5
GBPZAR,NZDCHF,-2.3,9.9,30.7,64.2
GBPZAR,NZDHKD,14.7,-71.5,-62.6,68.6
GBPZAR,NZDJPY,-8.9,22.8,-14.7,66.3
GBPZAR,NZDSGD,-16.8,-51.2,-78.9,72.4
GBPZAR,NZDUSD,16.4,-71.5,-65.7,68.5
GBPZAR,SGDCHF,10.7,81.3,71.7,-59.4
GBPZAR,SGDHKD,23.8,-86.3,37.4,-52
GBPZAR,SGDJPY,15.6,53.1,62.2,-31.3
GBPZAR,TRYJPY,11.8,60.8,-38.7,-58.1
GBPZAR,USDCAD,14.3,16.1,-18.4,-65
GBPZAR,USDCHF,-8.4,88.6,56.3,-19
GBPZAR,USDCNH,31.3,27.5,33.4,-53.6
GBPZAR,USDCZK,-22.8,64.8,62.9,-1.2
GBPZAR,USDDKK,-22.7,79.6,62.6,-2.1
GBPZAR,USDHUF,-21.4,73.5,53.2,-2.3
GBPZAR,USDINR,-28.1,-52,-82.8,59.9
GBPZAR,USDJPY,-8.4,69,35.9,10.8
GBPZAR,USDMXN,23.1,19.9,-49.5,69.8
GBPZAR,USDNOK,-26.6,76.2,84.6,-58.6
GBPZAR,USDPLN,-20.1,75.9,-17.1,13.4
GBPZAR,USDSEK,-18.8,75.4,74.6,-22.4
GBPZAR,USDSGD,-25,85.8,-29.6,50.7
GBPZAR,USDTRY,-20.7,25.4,63.4,55.2
GBPZAR,USDZAR,97.5,99.2,98.9,91.6
GBPZAR,ZARJPY,-96.1,-98.5,-98.7,-92.1
GBPZAR,AUDUSD,8,-82.3,10.6,-27.5
GBPZAR,CHFHKD,7.6,-88.5,-54.3,15.2
GBPZAR,EURAUD,34.6,-55,-52.4,20.7
GBPZAR,EURCHF,41.9,-46,-36,-34.4
GBPZAR,EURCZK,4.5,25.2,46.8,20.2
GBPZAR,EURDKK,-14.7,-46.5,39.2,25.1
GBPZAR,EURHKD,22.9,-79.2,-59.2,-0.6
GBPZAR,EURJPY,19.4,-18.6,-56.4,15.6
GBPZAR,USDHKD,-11.6,1.3,76.2,-55
GBPZAR,USDTHB,-7,-39.5,-65.8,28.3
GBPZAR,USDSAR,-26.2,14.9,67,67.5
HKDJPY,AUDCAD,34.1,-23.4,26.3,-29.8
HKDJPY,AUDJPY,36.2,84.6,89.3,73.1
HKDJPY,AUDNZD,4.1,70.1,75.2,-17.4
HKDJPY,AUDSGD,-9.3,-23.1,67.5,20.3
HKDJPY,CADCHF,-9.6,47.8,70.4,41.9
HKDJPY,CADHKD,-51.7,-32.6,23.6,-2
HKDJPY,CADJPY,20.6,88.3,90.1,68.4
HKDJPY,CADSGD,-28.5,18.9,60,32.4
HKDJPY,CHFJPY,21.8,73.3,-8.4,71.1
HKDJPY,CHFZAR,-14.6,68.5,26.5,14.6
HKDJPY,EURCAD,10.7,-56.2,-66.8,-36.2
HKDJPY,EURGBP,-9.4,-57.4,-39.2,-2.9
HKDJPY,EURHUF,9.2,-68.7,-50.1,37.6
HKDJPY,EURNOK,-9.7,7,-52.4,-36.7
HKDJPY,EURNZD,-0.7,-20.9,-61.5,-24.7
HKDJPY,EURPLN,-27.9,-61.2,-17.5,71.4
HKDJPY,EURSEK,-51.4,-47.7,-6,-8.1
HKDJPY,EURSGD,-10.2,-71.5,-56.5,-0.4
HKDJPY,EURTRY,-12.8,-44.9,-34.7,25.3
HKDJPY,EURUSD,-18.6,-77.3,-74.8,-58.6
HKDJPY,EURZAR,-10.9,65.4,26.5,14.2
HKDJPY,GBPAUD,9.7,40.2,-53,-11.1
HKDJPY,GBPCAD,25.1,45.7,-56.3,-60.5
HKDJPY,GBPCHF,17.3,51.8,44.4,2.1
HKDJPY,GBPHKD,-20.7,21.3,-50.6,-47.2
HKDJPY,AUDCHF,26.6,64.7,77.2,15.2
HKDJPY,GBPJPY,56.6,80.5,48.4,52.6
HKDJPY,AUDHKD,-27.7,-60.2,42.9,-49.2
HKDJPY,GBPNZD,19.1,65.5,-8.5,-36.2
HKDJPY,GBPPLN,3.2,34.4,20.8,41.4
HKDJPY,GBPSGD,5.3,41.2,-22.9,2.7
HKDJPY,GBPUSD,-18.5,22.4,-51.9,-44.5
HKDJPY,GBPZAR,-7.3,68.5,32.1,13.2
HKDJPY,HKDJPY,100,100,100,100
HKDJPY,NZDCAD,22.7,-67.2,-61.2,-3.3
HKDJPY,NZDCHF,9.8,-29.5,64.6,27
HKDJPY,NZDHKD,-65,-86.9,-62.7,-2.8
HKDJPY,NZDJPY,68.8,62.5,72.4,49.7
HKDJPY,NZDSGD,-12.4,-76.8,-17.4,21.8
HKDJPY,NZDUSD,-63,-85.9,-61.9,-1.7
HKDJPY,SGDCHF,22.6,70.4,60.9,-1.6
HKDJPY,SGDHKD,-25.2,-78.6,-58.9,-75.6
HKDJPY,SGDJPY,52,96.8,87.2,76.5
HKDJPY,TRYJPY,56.7,77.7,31.7,-0.1
HKDJPY,USDCAD,52.8,31.9,-21.9,0.6
HKDJPY,USDCHF,33.3,77.6,78.6,65.5
HKDJPY,USDCNH,28.9,72.8,79.3,24.5
HKDJPY,USDCZK,18.7,84.4,75.8,56.8
HKDJPY,USDDKK,16.7,77.5,73.4,57.8
HKDJPY,USDHUF,35,65.3,61.5,74.4
HKDJPY,USDINR,-12.3,-25,-1.3,58.5
HKDJPY,USDJPY,99.7,99.9,99.8,99.9
HKDJPY,USDMXN,16,-17.8,2.9,50.3
HKDJPY,USDNOK,21.1,71.3,56.7,-2.5
HKDJPY,USDPLN,11.2,39.5,61.1,81.3
HKDJPY,USDSEK,-0.3,68.2,60.9,43.2
HKDJPY,USDSGD,24.1,76.1,64.7,76.6
HKDJPY,USDTRY,16.4,42.4,51.5,55
HKDJPY,USDZAR,-3.3,70.8,39.1,37.6
HKDJPY,AUDUSD,-27.7,-58.6,41.4,-46.7
HKDJPY,ZARJPY,23.7,-60.7,-25.2,10
HKDJPY,CHFHKD,-33.3,-78.5,-79.8,-68.2
HKDJPY,EURAUD,-4.3,-72,-76,-14.6
HKDJPY,EURCHF,11.6,-59.3,-5.8,-4.7
HKDJPY,EURCZK,5.5,67,50.1,-20
HKDJPY,EURDKK,5.7,-52.6,-45.3,-56.9
HKDJPY,EURHKD,-18.9,-78.2,-75.9,-60.3
HKDJPY,EURJPY,19.3,29.9,-9.2,60.9
HKDJPY,USDHKD,-21.7,-18.6,28.4,-38.2
HKDJPY,USDTHB,-2.2,-1.6,35.1,88.5
HKDJPY,USDSAR,16.1,-14.3,5.6,28.3
NZDCAD,AUDCAD,6.3,75.5,26.8,-61.2
NZDCAD,AUDJPY,-58.8,-36,-54,-8
NZDCAD,AUDNZD,-77.1,-51.3,-73.9,-86.4
NZDCAD,AUDSGD,-60.7,52.8,-23.5,27.1
NZDCAD,CADCHF,-2.3,-82.6,-88.7,39.8
NZDCAD,CADHKD,-85.6,-30.2,-66.4,60.2
NZDCAD,CADJPY,-80,-85,-78.2,41.6
NZDCAD,CADSGD,-57,-70,-56.1,59.4
NZDCAD,CHFJPY,-55.4,-22.3,65.3,21.7
NZDCAD,CHFZAR,-18.2,-55,-54.6,50.3
NZDCAD,EURCAD,-10.6,89.7,90.3,-43.5
NZDCAD,EURGBP,-65.6,80.5,71.1,-47.9
NZDCAD,EURHUF,-46.1,86.3,28.3,-18.2
NZDCAD,EURNOK,-34.3,-48.9,38.9,-61
NZDCAD,EURNZD,-53.2,43.1,68.4,-75.6
NZDCAD,EURPLN,-15.4,21.2,61.5,32.5
NZDCAD,EURSEK,-57.4,16.9,-44.2,-42.6
NZDCAD,EURSGD,-56.4,87,89,38.6
NZDCAD,EURTRY,-51.3,82.7,45.7,33
NZDCAD,EURUSD,-52.6,86.9,89.7,10.6
NZDCAD,EURZAR,-20.3,-49.7,-53.1,44.7
NZDCAD,GBPAUD,76.2,-69.7,27.3,53
NZDCAD,GBPCAD,80.6,-48,53.5,-14
NZDCAD,GBPCHF,75.3,-73.1,-71.9,42.6
NZDCAD,GBPHKD,45.6,-55.8,24,53.2
NZDCAD,AUDCHF,8.8,-43.3,-74,-25.8
NZDCAD,GBPJPY,51.4,-79.2,-36.6,48.2
NZDCAD,AUDHKD,-74,71.6,-25.4,-5.8
NZDCAD,GBPNZD,40.9,-86.1,-29.7,-77.8
NZDCAD,GBPPLN,61.7,-72.1,-10.7,54.1
NZDCAD,GBPSGD,65.9,-67.1,22.3,63.8
NZDCAD,GBPUSD,50,-56.1,28.2,55.4
NZDCAD,GBPZAR,15.3,-62.1,-62.6,56.5
NZDCAD,HKDJPY,22.7,-67.2,-61.2,-3.3
NZDCAD,AUDUSD,-72.8,72.1,-19.5,-1.1
NZDCAD,NZDCAD,100,100,100,100
NZDCAD,NZDCHF,65.5,24.3,-60.5,78
NZDCAD,NZDHKD,-5.2,82.2,79.1,86.6
NZDCAD,NZDJPY,22.6,-4.5,-8,73.4
NZDCAD,NZDSGD,29.8,76.2,66.2,82
NZDCAD,NZDUSD,5.3,82.8,81.5,86.6
NZDCAD,SGDCHF,61.2,-75.6,-87.2,-56.8
NZDCAD,SGDHKD,-29.9,67.9,5.1,-36.4
NZDCAD,SGDJPY,-9.6,-58.8,-72.1,-40.6
NZDCAD,TRYJPY,-4.8,-84.8,8.1,-41.9
NZDCAD,USDCAD,84.7,29.5,61.5,-61.3
NZDCAD,USDCHF,63.3,-77.6,-85.9,-31.7
NZDCAD,USDCNH,71,-29.7,-69.7,-71.6
NZDCAD,USDCZK,52.6,-76.8,-89.6,-11.9
NZDCAD,USDDKK,53.8,-85.4,-89.8,-10.7
NZDCAD,USDHUF,48.2,-64.2,-85.8,-18.9
NZDCAD,USDINR,-20.9,18.3,55.2,65.8
NZDCAD,USDJPY,16,-68.1,-64.6,-6.7
NZDCAD,USDMXN,-17.5,-10.4,52.2,68.9
NZDCAD,USDNOK,56.8,-92.8,-84,-78.3
NZDCAD,USDPLN,50.2,-74.3,-32.2,11.7
NZDCAD,USDSEK,32.4,-85.1,-90.1,-27.2
NZDCAD,USDSGD,24.7,-69.1,-14.8,33
NZDCAD,USDTRY,20.7,15.4,-57.7,32.3
NZDCAD,USDZAR,4.1,-58.7,-65.7,40.7
NZDCAD,ZARJPY,-0.7,52.7,58.4,-46.6
NZDCAD,CHFHKD,-64.8,76.8,85,26.9
NZDCAD,EURAUD,-20.1,75.6,79.2,9.2
NZDCAD,EURCHF,-21.6,81.7,41.1,-42.2
NZDCAD,EURCZK,21.3,-39.1,-54,-16.7
NZDCAD,EURDKK,59.4,83.7,13,6.9
NZDCAD,EURHKD,-54.1,86.6,89.1,6.5
NZDCAD,EURJPY,-45.4,32.2,71.1,2.6
NZDCAD,USDHKD,-84.5,-16.7,-78.4,-70.1
NZDCAD,USDTHB,58.3,50.6,25.3,19.2
NZDCAD,USDSAR,25.6,-18.3,-45.2,37.2
NZDCHF,AUDCAD,-61,-30.5,10.5,-76.8
NZDCHF,AUDJPY,-73.8,-39.3,74.4,34.7
NZDCHF,AUDNZD,-91.7,-76.3,63.4,-86.1
NZDCHF,AUDSGD,-48.1,-5.2,66.9,63.3
NZDCHF,CADCHF,72.5,34.4,90.4,88.5
NZDCHF,CADHKD,-50.1,39.9,66.9,84
NZDCHF,CADJPY,-48.4,-11.3,81.4,80.1
NZDCHF,CADSGD,-4.6,37.5,74.3,88.9
NZDCHF,CHFJPY,-90.7,-61,-64.3,24.4
NZDCHF,CHFZAR,-40.3,2.7,21.3,48.3
NZDCHF,EURCAD,-74.5,-15.7,-86.2,-89
NZDCHF,EURGBP,-88.2,-22,-54.7,-78.3
NZDCHF,EURHUF,-72.8,3.7,-32.7,-33.3
NZDCHF,EURNOK,-76.8,-41.9,-79.5,-92.3
NZDCHF,EURNZD,-92.2,-65.8,-94.8,-99
NZDCHF,EURPLN,-10.9,18.7,-22.4,51.9
NZDCHF,EURSEK,-29.3,22.6,7.2,-52.3
NZDCHF,EURSGD,-89.4,1.8,-74.2,16.2
NZDCHF,EURTRY,-78.3,-10.2,-55.2,8.5
NZDCHF,EURUSD,-87.9,1.2,-83,-31.8
NZDCHF,EURZAR,-46.3,4.8,21.2,39.5
NZDCHF,GBPAUD,69.1,32.5,-54.1,40.4
NZDCHF,GBPCAD,43.2,25.9,-67.5,-54.9
NZDCHF,GBPCHF,85.6,33.7,61.5,72.4
NZDCHF,GBPHKD,20.7,43.1,-39.4,47.6
NZDCHF,AUDCHF,63.3,21.1,90.3,15.1
NZDCHF,GBPJPY,21.3,6.3,24.5,72.5
NZDCHF,AUDHKD,-82,-3.8,61.4,5.5
NZDCHF,GBPNZD,13.3,1.1,-21.7,-88.7
NZDCHF,GBPPLN,85,29.1,30.9,88
NZDCHF,GBPSGD,66.3,36.6,-25.5,74.7
NZDCHF,GBPUSD,25.6,43.9,-42,50.7
NZDCHF,GBPZAR,-2.3,9.9,30.7,64.2
NZDCHF,HKDJPY,9.8,-29.5,64.6,27
NZDCHF,AUDUSD,-81.6,-3.5,58.4,11.4
NZDCHF,NZDCAD,65.5,24.3,-60.5,78
NZDCHF,NZDCHF,100,100,100,100
NZDCHF,NZDHKD,7.2,49.6,-25.5,90.7
NZDCHF,NZDJPY,19.7,16.6,59.4,92.8
NZDCHF,NZDSGD,63.5,69.7,-2.9,94.2
NZDCHF,NZDUSD,17.1,49.8,-28.3,91
NZDCHF,SGDCHF,78.3,21.1,79.6,-43.5
NZDCHF,SGDHKD,-53.7,-1.3,-30.5,-64.6
NZDCHF,SGDJPY,-40.1,-38.5,60.9,-22.6
NZDCHF,TRYJPY,-37.4,-15.4,13.2,-11.8
NZDCHF,USDCAD,47.8,-41.1,-65.2,-84.9
NZDCHF,USDCHF,92.9,13.1,86.8,7.3
NZDCHF,USDCNH,69.6,-49.1,51.7,-66.7
NZDCHF,USDCZK,87.8,-6.1,79,30.3
NZDCHF,USDDKK,87.5,0.7,82.5,31.5
NZDCHF,USDHUF,82.9,3,76.8,15
NZDCHF,USDINR,32.5,-49.9,-21.9,82.9
NZDCHF,USDJPY,3.4,-29.9,66.3,23.3
NZDCHF,USDMXN,-63.9,6.3,-19,83.3
NZDCHF,USDNOK,85.1,-13.8,49,-85.8
NZDCHF,USDPLN,86.6,10.5,64.7,51.6
NZDCHF,USDSEK,79,4.1,72.1,2.2
NZDCHF,USDSGD,49.2,0.7,37.8,61.4
NZDCHF,USDTRY,50.2,-23,39.4,23.5
NZDCHF,USDZAR,-9.1,4,36.3,52.2
NZDCHF,ZARJPY,10.2,-10.2,-27.3,-44.1
NZDCHF,CHFHKD,-93.1,-13.4,-87.2,-13.4
NZDCHF,EURAUD,-74.6,4.8,-89.2,-32.6
NZDCHF,EURCHF,-60.7,21.9,-8.3,-63.4
NZDCHF,EURCZK,35.2,-11.2,31,-15.1
NZDCHF,EURDKK,73.8,26.2,-22,-22.2
NZDCHF,EURHKD,-88.4,0.9,-83.5,-36.5
NZDCHF,EURJPY,-84.9,-42.4,-58.4,-3.4
NZDCHF,USDHKD,-78.2,-5.8,49.9,-87
NZDCHF,USDTHB,88.2,-10.6,13.9,41.5
NZDCHF,USDSAR,60.6,0.6,17.8,59.2
NZDHKD,AUDCAD,-19.8,36.6,7.3,-79.2
NZDHKD,AUDJPY,-5.4,-58.7,-41.6,7.6
NZDHKD,AUDNZD,-8.9,-75.4,-68.3,-91.6
NZDHKD,AUDSGD,3.5,45.6,-7.3,54.2
NZDHKD,CADCHF,14.9,-50.5,-57.1,68.3
NZDHKD,CADHKD,52.5,29.2,-7.1,92
NZDHKD,CADJPY,8.3,-76,-52.8,65.1
NZDHKD,CADSGD,14.3,-22.8,-16.7,86.4
NZDHKD,CHFJPY,-6.1,-50.9,37.7,25.1
NZDHKD,CHFZAR,20,-71.4,-59.8,56.4
NZDHKD,EURCAD,-0.3,62.1,56.6,-69.9
NZDHKD,EURGBP,16.7,61.8,44.4,-68.8
NZDHKD,EURHUF,15.1,73.9,17.7,-33.8
NZDHKD,EURNOK,20.3,-35.1,0.5,-75.8
NZDHKD,EURNZD,1.7,11.9,28.9,-88.9
NZDHKD,EURPLN,25.5,31.8,57.9,37
NZDHKD,EURSEK,24.2,45,-46.3,-67
NZDHKD,EURSGD,10.9,77.7,65.2,44.2
NZDHKD,EURTRY,31.3,59.5,9.7,24
NZDHKD,EURUSD,28,83.1,69.9,9
NZDHKD,EURZAR,20.8,-67.6,-59.6,49.1
NZDHKD,GBPAUD,-14.9,-48.2,21.5,57.9
NZDHKD,GBPCAD,-24.1,-47,33.7,-33.4
NZDHKD,GBPCHF,-12.8,-54.1,-46.7,64.3
NZDHKD,GBPHKD,23.3,-23.9,34.5,72.1
NZDHKD,AUDCHF,3.7,-44.1,-51.4,-12.8
NZDHKD,GBPJPY,-28.9,-73.1,-27.5,66.9
NZDHKD,AUDHKD,37.7,74.4,1.7,13.5
NZDHKD,GBPNZD,-33.3,-75.1,-33.1,-81
NZDHKD,GBPPLN,-11,-49.6,11.1,72.5
NZDHKD,GBPSGD,-20.2,-43.9,27.7,84.6
NZDHKD,GBPUSD,21.4,-24.3,37.5,74.6
NZDHKD,GBPZAR,14.7,-71.5,-62.6,68.6
NZDHKD,HKDJPY,-65,-86.9,-62.7,-2.8
NZDHKD,AUDUSD,38.6,73.9,6.5,19.1
NZDHKD,NZDCAD,-5.2,82.2,79.1,86.6
NZDHKD,NZDCHF,7.2,49.6,-25.5,90.7
NZDHKD,NZDHKD,100,100,100,100
NZDHKD,NZDJPY,5.8,-15.7,8.1,85.4
NZDHKD,NZDSGD,13.3,94.2,77.7,95.9
NZDHKD,NZDUSD,99.2,99.9,99.8,100
NZDHKD,SGDCHF,-1.4,-70.8,-66.8,-67.6
NZDHKD,SGDHKD,44,80.1,16,-45.8
NZDHKD,SGDJPY,-9.4,-79.2,-67.4,-49.1
NZDHKD,TRYJPY,-44.9,-78,22.1,-30.4
NZDHKD,USDCAD,-54.2,-29.9,1,-92.6
NZDHKD,USDCHF,-30,-79.5,-70.1,-35.4
NZDHKD,USDCNH,-17.1,-62.7,-76.8,-85.8
NZDHKD,USDCZK,-28.9,-76,-70.5,-10.2
NZDHKD,USDDKK,-28.3,-82.7,-70.1,-9.2
NZDHKD,USDHUF,-32.8,-69.4,-68.5,-24.9
NZDHKD,USDINR,4.7,15.3,42.6,70.2
NZDHKD,USDJPY,-64.8,-87.4,-65,-6.8
NZDHKD,USDMXN,3.6,-5,30.9,77.3
NZDHKD,USDNOK,-29.3,-85.1,-85,-94.5
NZDHKD,USDPLN,-21.9,-63.8,-15,15.3
NZDHKD,USDSEK,-19.5,-74.8,-74.2,-37
NZDHKD,USDSGD,-43.7,-79.5,-23.8,41.9
NZDHKD,USDTRY,-3,-24.8,-72.3,22.6
NZDHKD,USDZAR,10.7,-73.6,-67.1,45.7
NZDHKD,ZARJPY,-23.4,66.2,60.1,-52.1
NZDHKD,CHFHKD,29.8,79.4,69.5,29.7
NZDHKD,EURAUD,11.3,68.5,53.3,-5.6
NZDHKD,EURCHF,17.1,69.7,20,-53.8
NZDHKD,EURCZK,-14,-42.5,-45.2,-12.6
NZDHKD,EURDKK,-24.2,65.7,4.2,9
NZDHKD,EURHKD,27.9,83.4,69.5,4.2
NZDHKD,EURJPY,2.5,-2.2,39.5,1
NZDHKD,USDHKD,15,-1.2,-59,-83.5
NZDHKD,USDTHB,6.4,26.1,17.8,19.5
NZDHKD,USDSAR,-33.9,-8.8,-44,59.5
NZDJPY,AUDCAD,20.4,12.1,41.1,-84.3
NZDJPY,AUDJPY,43.1,77.4,77.8,44.8
NZDJPY,AUDNZD,-5.1,22.6,36.2,-88.6
NZDJPY,AUDSGD,10.1,28.3,80.6,57.7
NZDJPY,CADCHF,9,14.4,39.1,81.3
NZDJPY,CADHKD,-12.5,-18.3,23.7,79
NZDJPY,CADJPY,40.2,56.5,68.4,92.3
NZDJPY,CADSGD,-4.2,1.8,61.9,91.9
NZDJPY,CHFJPY,19.9,67.7,23.3,58.7
NZDJPY,CHFZAR,-9.8,23,-19.3,56.3
NZDJPY,EURCAD,3.9,-13.2,-34.8,-79.6
NZDJPY,EURGBP,5.9,-15.5,-9.8,-61.4
NZDJPY,EURHUF,18.8,-19.6,-48.4,-9.8
NZDJPY,EURNOK,7.4,-38.6,-66.2,-84.9
NZDJPY,EURNZD,-7.1,-20.8,-52.4,-90.1
NZDJPY,EURPLN,-19.3,-72.5,29.2,69.3
NZDJPY,EURSEK,-43.9,-22.9,-49.4,-62.2
NZDJPY,EURSGD,0.3,-18.4,-14,38.1
NZDJPY,EURTRY,6.3,5.2,-35,33.9
NZDJPY,EURUSD,-3.9,-21.9,-33.3,-22.8
NZDJPY,EURZAR,-5.2,23.1,-19,49.8
NZDJPY,GBPAUD,-12.3,2.6,-49.5,44.5
NZDJPY,GBPCAD,-3.4,15.3,-42.7,-60.4
NZDJPY,GBPCHF,3.1,16.5,14.4,57.1
NZDJPY,GBPHKD,-22.6,3.6,-35,38.1
NZDJPY,AUDCHF,44.7,58.7,53.2,-3
NZDJPY,GBPJPY,32.3,44.6,36.9,85.7
NZDJPY,AUDHKD,0.9,-0.9,57.2,-13.9
NZDJPY,GBPNZD,-25.1,11.5,-40.9,-89.1
NZDJPY,GBPPLN,-10.2,-11.3,35.7,84.7
NZDJPY,GBPSGD,-10.6,11.9,-5.3,75
NZDJPY,GBPUSD,-21.3,5.1,-33.8,41.7
NZDJPY,GBPZAR,-8.9,22.8,-14.7,66.3
NZDJPY,HKDJPY,68.8,62.5,72.4,49.7
NZDJPY,AUDUSD,1.4,1.4,59.5,-7.7
NZDJPY,NZDCAD,22.6,-4.5,-8,73.4
